group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.45869848,.04475484,.2274743,.19674678,.84411168,530,35,.4726699
Top 50%,50,.4586984821345965,,.083975293,.078439578,1.070573,.28492782,530,43,.38564464
0-20%,20,,-.6228413,.012846066,.41036171,.031304251,.97506475,212,17,.69078898
20-40%,20,-.6228412946602633,.29140434,.17203985,.32247755,.53349406,.59445584,212,27,.40587351
40-60%,20,.2914043357858987,.67659587,.0011734444,.11446372,.010251671,.99183351,212,25,.67457193
60-80%,20,.6765958431102215,1.4635189,.0055098734,.083672814,.065850221,.94758034,212,24,.56048602
80-100%,20,1.463518884849137,,.18366687,.11783335,1.5587003,.12100681,212,18,.48366842
