varname,N,mean,sd,median,min,max
theta_hat_full,1120,.06958916,2.4673519,.46179834,-17.785494,3.7484374
mG_hat_full,1120,1.2930565,2.7028456,1.1824583,-7.7743654,8.2850447
sg_G_hat_full,1120,-1.2930565,2.7028456,-1.1824583,-8.2850447,7.7743654
