b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.0080159983297275,.1109955,.072219126,.94244248,.016672326,.047221556,.353066,.72411591,.0095476564,.0025364507,3.7641797,.00017716557,1060,60,.43678573
