varname,N,mean,sd,median,min,max
theta_hat_full,1120,.16410513,.62404603,.0011141083,-.83462352,3.0627244
mG_hat_full,1120,.39975175,1.1080106,-.00066674926,-1.3478347,3.0760517
sg_G_hat_full,1120,-.39975175,1.1080106,.00066674926,-3.0760517,1.3478347
