group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.61531347,.070372924,.039028235,1.8031286,.072050475,530,59,.29890704
Top 50%,50,.6153134424600999,,-.06320069,.028859356,-2.1899548,.029049424,530,57,.56299877
0-20%,20,,.37116498,.029661568,.059357207,.49971303,.61810911,212,50,.36349726
20-40%,20,.3711649861866612,.54982769,.07982377,.056578934,1.4108391,.16064449,212,50,.41579634
40-60%,20,.5498276972986729,.68086493,.021303879,.05045867,.42220455,.67357856,212,53,.6041646
60-80%,20,.6808649245755463,.86399657,.08186882,.13384028,.6116904,.54183608,212,55,.55911762
80-100%,20,.8639965625337048,,-.08408583,.046892572,-1.7931588,.075203143,212,48,.55748063
