b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.1310757274474006,.047950327,2.7335732,.0063795098,-.1829915,.060371187,-3.0311067,.002501477,.0027288608,.0050267023,.54287302,.58734232,1060,60,.42545405
