b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.1845260025281736,.2168016,.8511284,.39490873,.020819677,.054274622,.38359874,.70136023,.0028842185,.0050315731,.57322401,.56662631,1060,60,.42393929
