b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.2932161802432957,.13958785,2.1005852,.035935834,.10728379,.14506574,.73955292,.4597508,.0039711106,.0016827581,2.3598819,.018478589,1060,60,.43026584
