b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
-.0363268718573258,.12829286,-.28315583,.77711892,.011702845,.023122996,.50611281,.61289459,-.0023871984,.00074827415,-3.1902723,.0014678795,1044,59,.43771523
