specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,-.0727408176545014,.12811626,-.56777197,.57032359,.0018488888,.022709582,.081414483,.9351294,,,,,1044,59,.4195264
