cutoff,rss_grid,N_grid,N_low_grid,N_high_grid,share_low_grid,share_high_grid,b_lambda_L,se_lambda_L,t_lambda_L,p_lambda_L,b_lambda_H,se_lambda_H,t_lambda_H,p_lambda_H,diff_lambda,se_diff_lambda,t_diff_lambda,p_diff_lambda,p_equal_lambda,N_model,N_countries,r2
76.76218813596729,1.97881,1044,1042,2,.99808431,.0019157088,-.073161304,.13024192,-.5617339,.57442939,-19.051519,3.4483037,-5.5248957,4.2539121e-08,18.978357,3.4538777,5.4947972,5.0205507e-08,5.0205507e-08,1044,59,.4226138
