group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-2.1854093,-.034768332,.12175409,-.28556192,.77534658,522,47,.48123783
Top 50%,50,-2.185409422225495,,-.41377637,.21261792,-1.946103,.052271463,522,47,.48048443
0-20%,20,,-3.0308113,.057886362,.21990205,.26323703,.79271752,209,24,.5329088
20-40%,20,-3.030811243639212,-2.4182165,.088007383,.19620989,.44853693,.6544494,209,37,.50320256
40-60%,20,-2.418216374750093,-1.6802192,-.16877136,.20369633,-.82854396,.40878293,209,39,.47858185
60-80%,20,-1.680219125111697,1.3414841,-.64455515,.30337149,-2.1246397,.035312705,209,34,.44828284
80-100%,20,1.341484053761178,,-.20846169,.45316428,-.46001348,.64614296,208,21,.66256452
