specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,-.0270806043777272,.014228129,-1.9033146,.057295915,-.0096084867,.0027217485,-3.5302625,.00043469688,,,,,1060,60,.44783285
