b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
-.0335637235891902,.016196564,-2.0722742,.038504425,-.0054664821,.0062691839,-.8719607,.38344625,-.0024224548,.0039582956,-.61199439,.54068536,1060,60,.44790724
