group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.86967933,-.01947728,.016903831,-1.1522406,.24982461,530,43,.49681482
Top 50%,50,.8696793534378982,,-.036576215,.029730974,-1.2302394,.21924594,530,46,.45984522
0-20%,20,,-.10889807,-.029592671,.047320627,-.62536514,.53262794,212,23,.35981116
20-40%,20,-.1088980672710927,.4596642,.0017371268,.019142572,.09074679,.92781818,212,36,.64597827
40-60%,20,.4596641982925582,1.4066995,-.011504564,.05546179,-.20743224,.83596742,212,39,.65762347
60-80%,20,1.406699505577315,3.4912424,-.064550623,.033160564,-1.9466079,.053488519,212,35,.4524762
80-100%,20,3.491242324471077,,-.087412305,.0730194,-1.1971108,.23306781,212,24,.55073118
