b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
-.0155716390110356,.052041642,-.29921499,.7648403,.0010605529,.0065471143,.16198784,.87134928,-.002268913,.0010380738,-2.1856954,.029077146,1060,60,.44429898
