group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,1.0502433,-.09100686,.16673583,-.54581469,.58545905,530,42,.43270236
Top 50%,50,1.050243246479814,,.060263399,.066610456,.90471387,.36609682,530,45,.53231567
0-20%,20,,.39584327,.47152638,.4947744,.95301294,.34202105,212,22,.64746398
20-40%,20,.3958432779305101,.94375449,.06828884,.18621624,.36671796,.71434963,212,33,.33091548
40-60%,20,.943754477972252,1.1554511,.0042203977,.10899895,.038719617,.96916574,212,33,.62881374
60-80%,20,1.155451115615295,1.5787749,.046431646,.11703866,.39672062,.69211918,212,27,.64844835
80-100%,20,1.578774942852288,,.058752391,.12373721,.47481588,.63555378,212,19,.39474741
