b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.0140377638167373,.11145,.1259557,.89979315,.013479578,.051367156,.26241627,.79305643,.0080805402,.002527985,3.1964355,.0014364908,1060,60,.43791762
