specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,.0889130598312953,.043126635,2.0616739,.03950531,-.11413287,.05278312,-2.1622987,.030839548,,,,,1060,60,.42375389
