group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.64326245,.029636597,.028505063,1.039696,.299025,530,38,.44964996
Top 50%,50,.6432624543579035,,-.021983527,.029032949,-.75719231,.44932657,530,44,.4624894
0-20%,20,,.44407964,.046412338,.04050988,1.1457042,.25367212,212,26,.39790148
20-40%,20,.4440796356701356,.57591176,.0096788136,.045235615,.21396445,.83086538,212,32,.46499553
40-60%,20,.5759117785214545,.7291249,-.10494293,.12595421,-.83318311,.40606615,212,32,.60830563
60-80%,20,.729124928749509,.91766667,-.27296719,.13272537,-2.0566316,.041387387,212,26,.60941768
80-100%,20,.9176666545260752,,-.017343244,.030994374,-.55956101,.57657629,212,24,.52989393
