cutoff,rss_grid,N_grid,N_low_grid,N_high_grid,share_low_grid,share_high_grid,b_lambda_L,se_lambda_L,t_lambda_L,p_lambda_L,b_lambda_H,se_lambda_H,t_lambda_H,p_lambda_H,diff_lambda,se_diff_lambda,t_diff_lambda,p_diff_lambda,p_equal_lambda,N_model,N_countries,r2
.1461223239938385,1.9856782,1060,40,1020,.03773585,.96226418,.3379797,.094713502,3.5684428,.00037672653,.0058841328,.023744378,.24781163,.80433273,.33209556,.095350586,3.4828897,.0005182231,.0005182231,1060,60,.42525899
