b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.153625714158977,.08764372,1.7528434,.079945765,-.064737029,.035116557,-1.8434904,.065563291,-.00072842103,.00049838307,-1.4615686,.14418434,1060,60,.42831621
