varname,N,mean,sd,median,min,max
theta_hat_full,1120,.98821747,7.9353604,-.73265803,-8.5732374,59.140629
mG_hat_full,1120,-1.6071928,7.2245183,-1.9873399,-20.177174,25.919506
sg_G_hat_full,1120,1.6071928,7.2245183,1.9873399,-25.919506,20.177174
