b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.09076179780905,.076672666,1.1837568,.23680024,.014537883,.0099411411,1.4623958,.14395769,-.011784508,.0062025958,-1.8999316,.057739366,1060,60,.45202968
