group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-2.2958322,-.076631054,.12755382,-.60077429,.54830253,522,56,.52352357
Top 50%,50,-2.295832052295107,,-.025802812,.23828825,-.10828403,.91382033,522,56,.40422097
0-20%,20,,-3.7413507,.28872511,.1968146,1.4669902,.14485069,208,51,.56410575
20-40%,20,-3.741350648330957,-2.8003471,.053371381,.1768005,.30187345,.76322722,210,49,.6123125
40-60%,20,-2.800347075922335,-1.6233618,-.33911803,.29482076,-1.1502515,.25211987,209,47,.4112176
60-80%,20,-1.623361883438321,1.6559937,-.075998925,.25763613,-.29498553,.76848286,208,49,.47817507
80-100%,20,1.655993706947485,,.30740923,.58630937,.52431232,.60087878,209,37,.56467581
