cutoff,rss_grid,N_grid,N_low_grid,N_high_grid,share_low_grid,share_high_grid,b_lambda_L,se_lambda_L,t_lambda_L,p_lambda_L,b_lambda_H,se_lambda_H,t_lambda_H,p_lambda_H,diff_lambda,se_diff_lambda,t_diff_lambda,p_diff_lambda,p_equal_lambda,N_model,N_countries,r2
18.46974851686284,1.9246453,1060,931,129,.87830186,.12169811,-.080678195,.039486323,-2.0431936,.041303646,-.15882181,.042237569,-3.7602022,.00017995409,.078143612,.022861842,3.4180801,.00065692147,.00065692147,1060,60,.44292453
