group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,3.6525137,-.057592623,.043522391,-1.3232871,.18639581,530,39,.47595054
Top 50%,50,3.652513700672771,,-.046952061,.08069966,-.58181244,.56098181,530,45,.46787384
0-20%,20,,.67288584,-.011610713,.054951429,-.21129046,.83293819,212,27,.47728878
20-40%,20,.6728858166278411,2.0009196,-.13566771,.1410014,-.96217269,.33756465,212,37,.58586431
40-60%,20,2.000919574571425,5.6738167,.019729845,.12953445,.1523135,.87915742,212,41,.64584666
60-80%,20,5.673816536544232,12.088142,-.20307168,.10199523,-1.9909921,.0483227,212,33,.40886745
80-100%,20,12.08814208966699,,-.15306887,.25311375,-.60474342,.54621154,212,23,.57950407
