b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
-.0843532329525231,.042584129,-1.9808608,.047889866,.00090859435,.0056764702,.16006325,.87286466,-.002205306,.0035432458,-.62239712,.53382748,1060,60,.44619864
