specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,.0596991333744314,.099345766,.60092276,.5480321,-.054823641,.027072588,-2.0250611,.043135151,,,,,1060,60,.42610371
