varname,N,mean,sd,median,min,max
theta_hat_full,1120,-.25192884,4.1140437,.16021627,-21.65398,47.111118
mG_hat_full,1120,.67008531,5.6551943,.38519937,-50.439373,56.952095
sg_G_hat_full,1120,-.67008531,5.6551943,-.38519937,-56.952095,50.439373
