b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.0596259329447848,.099914797,.59676778,.55080211,-.054744963,.02767963,-1.9778069,.048234057,-.000013153683,.00055902934,-.023529503,.98123276,1060,60,.42551076
