group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.91450942,.18398491,.11936177,1.5414057,.12393694,530,60,.33089891
Top 50%,50,.9145094189020201,,-.11804403,.083142415,-1.4197811,.15637954,530,59,.53392404
0-20%,20,,-.088344745,.11497633,.62481618,.18401626,.85429651,212,56,.5352031
20-40%,20,-.0883447465767203,.59709835,.40710992,.20976219,1.9408165,.054496042,212,55,.36501616
40-60%,20,.5970983518164423,1.2604514,.026201917,.098557189,.26585495,.79076886,212,51,.35429493
60-80%,20,1.260451436483141,2.5990546,.0016121074,.21799095,.0073952945,.99411106,212,54,.55638266
80-100%,20,2.599054660373167,,-.093652166,.14339709,-.65309668,.51482135,212,49,.57725829
