varname,N,mean,sd,median,min,max
theta_hat_full,1120,1.8512384,1.249737,1.5880917,.098338991,7.9081969
mG_hat_full,1120,2.9723954,.83475333,2.9430721,1.3683987,5.2198877
sg_G_hat_full,1120,-2.9723954,.83475333,-2.9430721,-5.2198877,-1.3683987
