group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,1.548334,.083633073,.067730665,1.2347888,.21754085,530,41,.50821245
Top 50%,50,1.548333956832558,,-.038164467,.13528502,-.28210419,.77799159,530,43,.45717666
0-20%,20,,.83462542,.085679822,.088336669,.96992356,.33356702,212,24,.32063705
20-40%,20,.8346254125977073,1.2335169,.02617492,.11375015,.23010887,.81831658,212,30,.61360586
40-60%,20,1.233516989677801,1.8125881,-.083065838,.35530406,-.23378803,.81547481,212,35,.469722
60-80%,20,1.81258806450141,2.6546006,-.068122938,.15795507,-.43128049,.66687149,212,29,.62400377
80-100%,20,2.654600542428368,,-.066923082,.19643587,-.34068668,.73378921,212,22,.53902549
