varname,N,mean,sd,median,min,max
theta_hat_full,1120,9.4381609,16.136269,4.053761,-1.4845452,126.6274
mG_hat_full,1120,10.108554,9.7447624,7.9847388,-7.9889698,55.351162
sg_G_hat_full,1120,-10.108554,9.7447624,-7.9847388,-55.351162,7.9889698
