varname,N,mean,sd,median,min,max
theta_hat_full,1120,2.1704571,8.5943632,-.79640794,-2.2953653,69.493919
mG_hat_full,1120,-.16799225,6.5057421,-1.6287479,-12.003884,30.377068
sg_G_hat_full,1120,.16799225,6.5057421,1.6287479,-30.377068,12.003884
