group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-.81922221,-.085538216,.043772705,-1.9541451,.051292237,530,42,.52139026
Top 50%,50,-.8192222052362728,,.15582508,.17661573,.88228315,.37809578,530,50,.46949062
0-20%,20,,-1.5976208,-.078282669,.11202189,-.69881582,.48570764,212,26,.49081013
20-40%,20,-1.597620891648495,-1.1761171,-.033482525,.068299562,-.49023047,.62470675,212,36,.5909732
40-60%,20,-1.176117090754391,-.13573539,.22517473,.19156304,1.1754601,.24176405,212,38,.44936684
60-80%,20,-.1357353943344194,2.9909871,1.0173004,.43201444,2.3547833,.019828772,212,32,.56110674
80-100%,20,2.990987041845156,,-.34779921,.17313726,-2.0088062,.046250142,212,23,.65768039
