cutoff,rss_grid,N_grid,N_low_grid,N_high_grid,share_low_grid,share_high_grid,b_lambda_L,se_lambda_L,t_lambda_L,p_lambda_L,b_lambda_H,se_lambda_H,t_lambda_H,p_lambda_H,diff_lambda,se_diff_lambda,t_diff_lambda,p_diff_lambda,p_equal_lambda,N_model,N_countries,r2
21.18213811741274,19175.576,1060,940,120,.88679248,.11320755,-.077117503,.039657563,-1.944585,.052114297,-.15862601,.041550793,-3.817641,.0001432975,.08150851,.022211105,3.6697187,.00025607404,.00025607404,1060,60,.44497603
