b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,N_model,N_countries,r2
.1775595275932631,.26865458,.66092128,.50897402,-.0072918856,.0019836386,-3.6760154,.00026312907,567,59,.54039901
