group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-1.9162513,.011207428,.12546144,.08932966,.92885929,522,38,.45495236
Top 50%,50,-1.916251296115516,,-.19362943,.21708709,-.89194351,.37290308,522,44,.45325401
0-20%,20,,-4.1584907,-.056359518,.28685039,-.19647704,.84448308,209,17,.46358657
20-40%,20,-4.158490540786849,-2.5551863,-.12031085,.25171873,-.47795746,.63338566,208,30,.44167942
40-60%,20,-2.555186200404067,-1.3277763,-.19738947,.20277163,-.97345704,.33187282,210,28,.57492012
60-80%,20,-1.327776362952924,1.4445735,-.076988287,.26573578,-.28971744,.77245206,208,35,.57050532
80-100%,20,1.444573550089443,,-.30013388,.44167516,-.67953533,.49781883,209,24,.48089123
