group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-1.7842449,-.18832149,.1298179,-1.4506588,.14759229,522,55,.45023715
Top 50%,50,-1.784244892538848,,-.0047678282,.26443458,-.018030277,.985623,522,58,.49010646
0-20%,20,,-3.3649385,-.26811272,.22868286,-1.1724216,.24322237,209,52,.52058995
20-40%,20,-3.36493856359949,-2.3315511,-.46633214,.22776885,-2.0473919,.042573631,209,45,.53365958
40-60%,20,-2.331551177009016,-1.1979706,.21147031,.22068585,.95824134,.33976173,208,51,.56943339
60-80%,20,-1.197970667468579,2.3525937,.39881974,.31050545,1.2844211,.20137,210,54,.57691282
80-100%,20,2.352593583950656,,-.17379516,.44200337,-.3931987,.69477081,208,38,.62614363
