specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,-.0341496998027618,.053285729,-.64087892,.52175307,-.0085668452,.0033962193,-2.5224655,.011812891,,,,,1060,60,.43156984
