group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-.03906969,.28477067,.18819311,1.5131832,.13090812,530,32,.4741945
Top 50%,50,-.039069691355751,,.03225838,.091164239,.35384908,.72361308,530,36,.39421678
0-20%,20,,-1.7218732,.42742503,.27661389,1.5452044,.12416733,212,13,.53825408
20-40%,20,-1.721873110523771,-.64572805,.48974213,.44793409,1.0933353,.2758598,212,19,.46081382
40-60%,20,-.6457280541399666,.65194768,.022690425,.13172732,.17225297,.86346191,212,26,.62338245
60-80%,20,.6519476662905908,1.7088879,-.14995851,.092886172,-1.6144331,.10845437,212,26,.52996063
80-100%,20,1.708887927228568,,.23988424,.20065129,1.195528,.23369497,212,25,.37753576
