b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.0753857353966529,.094980486,.79369712,.4275665,-.0052199834,.032161966,-.16230299,.87110114,-.0082899667,.0053212591,-1.5578958,.11958517,1060,60,.4319914
