b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.4032821025058429,.20356779,1.9810704,.047866326,.20048949,.23635246,.84826487,.39650041,.036446236,.0096109807,3.7921453,.00015861157,1060,60,.45215043
