group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,-1.0861316,.48383513,.45947832,1.0530097,.29289913,530,47,.46856165
Top 50%,50,-1.086131536998186,,-.038402587,.066115305,-.58084267,.56163096,530,40,.4839257
0-20%,20,,-1.8133742,-.30229136,.36271876,-.83340424,.40586698,212,23,.62005448
20-40%,20,-1.813374152982246,-1.304561,1.5398396,.76255369,2.0193195,.045247067,212,32,.48427466
40-60%,20,-1.304561007376381,-.92513365,.062116962,.23586701,.26335588,.79265809,212,40,.6987114
60-80%,20,-.9251336527685203,-.70404065,-.012403318,.27329269,-.045384739,.96386224,212,35,.46300024
80-100%,20,-.7040406717566017,,-.060883556,.096911833,-.62823653,.5307796,212,28,.46362638
