varname,N,mean,sd,median,min,max
theta_hat_full,1120,.59155881,.44040924,.54976076,-1.7464294,6.503149
mG_hat_full,1120,1.1192986,.67878401,1.0911063,-4.9037724,7.7991581
sg_G_hat_full,1120,-1.1192986,.67878401,-1.0911063,-7.7991581,4.9037724
