group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.54923481,.054856624,.03014503,1.8197567,.06947542,530,60,.48873064
Top 50%,50,.5492347884500396,,-.04658597,.032027937,-1.4545417,.14650594,530,57,.4185718
0-20%,20,,.34615719,.084478393,.040294059,2.0965471,.037942268,212,50,.51754636
20-40%,20,.3461571851633614,.49098635,-.015415847,.041159131,-.37454259,.7086063,212,51,.52823013
40-60%,20,.4909863417771622,.61410189,.034539327,.057100005,.60489184,.5463053,212,52,.63304526
60-80%,20,.6141018662762466,.77256417,-.33656144,.13870381,-2.426476,.016617524,212,51,.3989982
80-100%,20,.7725641433142818,,-.072135329,.044371929,-1.6256974,.10629559,212,45,.39860013
