country_name,iso3,year,bond_spreads,bond_10y,vulnerability100,readiness100,lnrgdp,growth,inflation_cpi,debt_gdp,OB_gdp,reserves,gee,rqe,tt,is_advanced,sensitivity,EcoReadiness100,readiness_delta100,vulnerability_delta100,capacity,governance100,social100,id,is_us,G_source_scaled,X_source_scaled,G_main,X_main,debt_ratio,G_B,G_X,theta_sample_full,sg_G_hat_full,mG_hat_full,theta_hat_full
Denmark,DNK,2018,-2.4552441,.45505601,34.334465,76.540695,.077531517,.01859,.0068999999,38.539001,.0039399997,.030461626,.018106021,.016283941,.97900003,1,27.320757,74.502144,18.562431,1.3214084,31.555895,83.398674,71.721268,DNK,0,.7172126770019531,.3155589485168457,.0001513671875,.3155589485168457,.3853900146484375,.0000583354026079,.0000477652705274,1,2.351365538636159,-2.351365538636159,-.9061927993788206
Denmark,DNK,2019,-2.3081031,-.169403,34.787148,76.25882,.07770139,.017130001,.00715,38.334999,.03954,.028214939,.018732678,.015476326,1.028,1,28.793818,73.767952,16.83182,2.7156148,31.440874,83.244041,71.764473,DNK,0,.7176447296142578,.3144087409973145,.0004320526123047,.3144087409973145,.3833499908447266,.0001656273649715,.0001358411178793,1,2.286018650775908,-2.286018650775908,-.8763452288458187
Denmark,DNK,2020,-1.257692,-.36357999,34.877785,76.874306,.077521637,-.01781,.00345,45.196999,.00050999998,.031300329,.018400675,.017857246,1.0140001,1,29.288511,74.132042,16.547663,3.3909218,31.2181,84.749176,71.741692,DNK,0,.7174169158935547,.3121809959411621,-.0002278137207031,.3121809959411621,.4519699859619141,-.0001029649641481,-.0000711191142182,1,2.205004133230906,-2.205004133230906,-.9965956871423352
Denmark,DNK,2021,-1.503957,-.063988,34.497803,76.452171,.078151263,.064989999,.01936,39.627998,.03658,.033189055,.01959734,.017955929,.98000002,1,28.203917,74.132042,13.094352,4.9808798,31.162741,85.82798,69.396492,DNK,0,.6939649200439453,.3116274070739746,-.0234519958496094,.3116274070739746,.3962799835205078,-.0092935565288062,-.0073082846573234,1,2.139214419187782,-2.139214419187782,-.847727854782567
Denmark,DNK,2022,-1.4604959,1.491361,34.806087,76.584526,.078195557,.0044400003,.085519999,33.314999,.030480001,.038601957,.01990135,.018431274,.94300002,1,29.27034,74.132042,9.914403,7.4418082,31.021173,86.22361,69.397919,DNK,0,.6939791870117188,.3102117347717285,.0000142669677735,.3102117347717285,.3331499862670899,4.75304011782e-06,4.42578082295e-06,1,2.020736902852128,-2.020736902852128,-.6732084714345883
Denmark,DNK,2023,-1.237699,2.7243159,34.743511,76.532036,.078256048,.0060700001,.033570003,32.964001,.02572,.043680195,.020156488,.018395199,.95699996,1,29.082611,74.132042,11.440618,6.3532424,31.021173,86.021133,69.442924,DNK,0,.6944292449951172,.3102117347717285,.0004500579833984,.3102117347717285,.329640007019043,.0001483571168064,.0001396132677779,1,2.018533798400076,-2.018533798400076,-.6653894954727767
Egypt,EGY,1995,,,44.764317,34.703804,.077322453,.044840001,.093610004,,,.0075072004,,,.87438416,0,51.181412,31.411259,-.43190953,-3.0939536,47.121346,45.007877,27.692282,EGY,0,.2769228172302246,.4712134552001953,,.4712134552001953,,,,0,,,
Egypt,EGY,1996,,,44.895679,34.760506,.077798799,.04879,.070950001,,,.0076490701,-.0047367606,-.00048169968,.83552259,0,51.128441,31.411259,-.46130061,-2.9066401,47.584908,45.007877,27.862387,EGY,0,.2786238670349121,.4758490753173828,.0017010498046875,.4758490753173828,,,.0008094429766294,0,,,
Egypt,EGY,1997,,,44.919064,34.831463,.078373857,.059190001,.061669998,,,.0076455618,,,.80568254,0,50.496292,31.411259,-.48801434,-2.8197792,48.327423,45.459236,27.623899,EGY,0,.2762389945983887,.4832742309570313,-.0023848724365234,.4832742309570313,,,-.0011525473926915,0,,,
Egypt,EGY,1998,,,44.536938,34.903519,.079101041,.075430006,.050409999,73.823997,,.0069086803,-.0020474726,-.0017098929,.73707986,0,49.602283,31.411259,-.50545245,-3.1437452,48.027721,45.910595,27.388704,EGY,0,.2738870429992676,.480277214050293,-.0023519515991211,.480277214050293,.7382399749755859,-.001736304689679,-.001129588761607,0,,,
