b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_lambda2,se_lambda2,t_lambda2,p_lambda2,N_model,N_countries,r2
.1416386094373719,.15048149,.94123602,.34681898,-.013858305,.057674799,-.24028355,.81016135,.0027696006,.0034124136,.81162506,.41720653,1060,60,.42605487
