cutoff,rss_grid,N_grid,N_low_grid,N_high_grid,share_low_grid,share_high_grid,b_lambda_L,se_lambda_L,t_lambda_L,p_lambda_L,b_lambda_H,se_lambda_H,t_lambda_H,p_lambda_H,diff_lambda,se_diff_lambda,t_diff_lambda,p_diff_lambda,p_equal_lambda,N_model,N_countries,r2
-19.21271460968756,1.9770542,1060,4,1056,.003773585,.99622643,8.9653177,3.3345637,2.6886029,.0072984342,.013572249,.090144098,.15056171,.88035285,8.951746,3.3324187,2.6862607,.0073494101,.0073494101,1060,60,.42775512
