group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
Bottom 50%,50,,.74426067,.12313239,.19278768,.63869435,.52335411,530,60,.42948899
Top 50%,50,.7442606705622791,,.063898049,.059357796,1.0764896,.28229824,530,59,.46059972
0-20%,20,,-.75280273,-.12785099,.49413338,-.25873783,.79621488,212,41,.46983027
20-40%,20,-.7528027188326852,.47507766,.3877213,.18315133,2.116945,.036184732,212,53,.50146091
40-60%,20,.4750776547133898,.95100558,.019574866,.21920122,.089300893,.92897916,212,51,.36500329
60-80%,20,.951005561051649,1.5997139,.19591375,.15229324,1.2864244,.20056382,212,50,.53747678
80-100%,20,1.599713881672778,,-.062935956,.092902727,-.67743927,.49932194,212,51,.58059096
